,Title,Director,Release Date,Revenue,Writers,Rotten Tomatoes Review,Number of RT Reviews,Release Year,Genres,Average IMDB Rating,Number of IMDB Votes,Popularity,Average TMDB Rating,Number of TMDB Votes,Release Month,director0,director0,director0,director_0
9024,Toni Erdmann,['Maren Ade'],"Dec 25, 2016","$1,478,960",['Maren Ade'],93%,222.0,2016.0,"Comedy,Drama",7.4,37595.0,7.899,7.1,466.0,7.0,['Maren Ade'],['Maren Ade'],['Maren Ade'],['Maren Ade']
9026,The Edge of Seventeen,['Kelly Fremon Craig'],"Nov 18, 2016","$14,260,193",['Kelly Fremon Craig'],94%,198.0,2016.0,"Comedy,Drama",7.4,84852.0,12.217,7.2,2095.0,11.0,['Kelly Fremon Craig'],['Kelly Fremon Craig'],['Kelly Fremon Craig'],['Kelly Fremon Craig']
9027,The Wailing,['Hong-jin Na'],"Jun 3, 2016","$785,405",['Hong-jin Na'],,,,,,,8.185,7.2,552.0,5.0,['Hong-jin Na'],['Hong-jin Na'],['Hong-jin Na'],['Hong-jin Na']
9031,The Fits,['Anna Rose Holmer'],"Jun 3, 2016","$166,425",['Anna Rose Holmer'],98%,101.0,2016.0,,,,3.799,6.7,62.0,1.0,['Anna Rose Holmer'],['Anna Rose Holmer'],['Anna Rose Holmer'],['Anna Rose Holmer']
10804,Embrace Of The Serpent,['Ciro Guerra'],"Feb 17, 2016","$1,320,005","['Ciro Guerra', 'Jacques Toulemonde Vidal']",,,,,,,,,,,['Ciro Guerra'],['Ciro Guerra'],['Ciro Guerra'],['Ciro Guerra']
9057,The Age of Shadows,['Kim Jee-woon'],"Sep 23, 2016","

                                139 minutes
                            
",['Kim Jee-woon'],100%,43.0,2016.0,"Action,Drama,Thriller",7.1,6319.0,6.51,7.4,105.0,9.0,['Kim Jee-woon'],['Kim Jee-woon'],['Kim Jee-woon'],['Kim Jee-woon']
10804,Fireworks Wednesday,['Asghar Farhadi'],"Mar 16, 2016","

                                104 minutes
                            
","['Asghar Farhadi', 'Mani Haghighi']",,,,,,,,,,,['Asghar Farhadi'],['Asghar Farhadi'],['Asghar Farhadi'],['Asghar Farhadi']
10804,Aquarius,['Kleber Mendonça Filho'],"Oct 14, 2016","

                                142 minutes
                            
",['Kleber Mendonça Filho'],97%,107.0,2016.0,Drama,7.5,14992.0,,,,,['Kleber Mendonça Filho'],['Kleber Mendonça Filho'],['Kleber Mendonça Filho'],['Kleber Mendonça Filho']
9079,13th,['Ava DuVernay'],"Oct 7, 2016","
                        
                            Netflix
                        
                    ",[],97%,93.0,2016.0,"Crime,Documentary,History",8.2,18983.0,5.486,8.0,257.0,10.0,['Ava DuVernay'],['Ava DuVernay'],['Ava DuVernay'],['Ava DuVernay']
9142,Queen of Katwe,['Mira Nair'],"Sep 30, 2016","

                                124 minutes
                            
",['William Wheeler'],93%,177.0,2016.0,"Biography,Drama,Sport",7.4,12804.0,6.773,7.2,215.0,9.0,['Mira Nair'],['Mira Nair'],['Mira Nair'],['Mira Nair']
9146,Long Way North,['Rémi Chayé'],"Sep 30, 2016","

                                81 minutes
                            
","['Patricia Valeix', 'Fabrice De Costil']",,,,,,,3.035,7.6,58.0,12.0,['Rémi Chayé'],['Rémi Chayé'],['Rémi Chayé'],['Rémi Chayé']
9148,Almost Holy,['Steve Hoover'],"May 20, 2016","

                                100 minutes
                            
",['Steve Hoover'],,,,,,,1.4,7.3,11.0,4.0,['Steve Hoover'],['Steve Hoover'],['Steve Hoover'],['Steve Hoover']
9149,Sully,['Clint Eastwood'],"Sep 9, 2016","$125,065,700",['Todd Komarnicki'],86%,325.0,2016.0,"Biography,Drama",7.5,198602.0,13.284,7.1,3714.0,9.0,['Clint Eastwood'],['Clint Eastwood'],['Clint Eastwood'],['Clint Eastwood']
9163,The Innocents,['André Téchiné'],"Dec 23, 1987","
Union Générale Cinématographique
","['André Téchiné', 'Pascal Bonitzer']",,,,,,,6.576,7.5,198.0,12.0,['André Téchiné'],['André Téchiné'],['André Téchiné'],['André Téchiné']
8930,The Love Witch,['Anna Biller'],"Nov 11, 2016","$226,223",['Anna Biller'],95%,107.0,2016.0,"Romance,Thriller",6.2,9001.0,7.333,6.2,146.0,11.0,['Anna Biller'],['Anna Biller'],['Anna Biller'],['Anna Biller']
9203,Marguerite,['Xavier Giannoli'],"Mar 11, 2016","

                                127 minutes
                            
","['Xavier Giannoli', 'Marcia Romano']",95%,103.0,2016.0,,,,5.47,6.6,156.0,9.0,['Xavier Giannoli'],['Xavier Giannoli'],['Xavier Giannoli'],['Xavier Giannoli']
10804,Cemetery of Splendor,['Apichatpong Weerasethakul'],"Mar 4, 2016","

                                122 minutes
                            
",['Apichatpong Weerasethakul'],96%,78.0,2016.0,,,,,,,,['Apichatpong Weerasethakul'],['Apichatpong Weerasethakul'],['Apichatpong Weerasethakul'],['Apichatpong Weerasethakul']
9228,Dark Horse,['David Hemmings'],"Aug 12, 1992","
                        
                            Live Home Video
                        
                    ",[],96%,78.0,2016.0,,,,3.208,5.7,47.0,9.0,['David Hemmings'],['David Hemmings'],['David Hemmings'],['David Hemmings']
1336,Rams,['Grímur Hákonarson'],"Feb 3, 2016","

                                90 minutes
                            
",['Grímur Hákonarson'],,,,,,,5.897,7.2,113.0,5.0,['Grímur Hákonarson'],['Grímur Hákonarson'],['Grímur Hákonarson'],['Grímur Hákonarson']
9262,Train to Busan,['Yeon Sang-ho'],"Jul 22, 2016","$2,129,768",['Yeon Sang-ho'],,,,,,,11.74,7.7,2384.0,7.0,['Yeon Sang-ho'],['Yeon Sang-ho'],['Yeon Sang-ho'],['Yeon Sang-ho']
9268,Gleason,['Howard Deutch'],"Oct 13, 2002","

                                95 minutes
                            
","['Rick Podell', 'Michael Preminger']",96%,68.0,2016.0,Documentary,8.4,2133.0,2.558,8.4,28.0,1.0,['Howard Deutch'],['Howard Deutch'],['Howard Deutch'],['Howard Deutch']
9273,Our Little Sister,['Hirokazu Koreeda'],"Jul 8, 2016","$466,986",['Hirokazu Koreeda'],,,,,,,7.676,7.5,157.0,6.0,['Hirokazu Koreeda'],['Hirokazu Koreeda'],['Hirokazu Koreeda'],['Hirokazu Koreeda']
9283,Gimme Danger,['Jim Jarmusch'],"Oct 28, 2016","$439,748",['Jim Jarmusch'],94%,106.0,2016.0,"Documentary,Music",7.2,3953.0,2.068,7.1,48.0,10.0,['Jim Jarmusch'],['Jim Jarmusch'],['Jim Jarmusch'],['Jim Jarmusch']
10804,Southside With You,['Richard Tanne'],"Aug 26, 2016","$6,303,853",['Richard Tanne'],92%,153.0,2016.0,,,,,,,,['Richard Tanne'],['Richard Tanne'],['Richard Tanne'],['Richard Tanne']
7335,April and the Extraordinary World,"['Christian Desmares', 'Franck Ekinci']","Mar 25, 2016","$294,311","['Franck Ekinci', 'Benjamin Legrand']",,,,,,,5.295,6.9,127.0,11.0,"['Christian Desmares', 'Franck Ekinci']","['Christian Desmares', 'Franck Ekinci']","['Christian Desmares', 'Franck Ekinci']","['Christian Desmares', 'Franck Ekinci']"
9286,The Lobster,['Yorgos Lanthimos'],"May 13, 2016","$9,078,073","['Yorgos Lanthimos', 'Efthimis Filippou']",88%,242.0,2016.0,,,,13.289,6.9,2705.0,7.0,['Yorgos Lanthimos'],['Yorgos Lanthimos'],['Yorgos Lanthimos'],['Yorgos Lanthimos']
9295,The Eagle Huntress,['Otto Bell'],"Feb 7, 2017","

                                87 minutes
                            
",[],93%,119.0,2016.0,"Adventure,Documentary,Sport",7.5,3012.0,9.462,7.2,46.0,11.0,['Otto Bell'],['Otto Bell'],['Otto Bell'],['Otto Bell']
9322,Deadpool,['Tim Miller'],"Feb 12, 2016","$328,674,489","['Rhett Reese', 'Paul Wernick']",84%,323.0,2016.0,"Action,Adventure,Comedy",8.0,804898.0,37.911,7.5,19458.0,2.0,['Tim Miller'],['Tim Miller'],['Tim Miller'],['Tim Miller']
9334,A Bigger Splash,['Luca Guadagnino'],"May 4, 2016","

                                124 minutes
                            
",['David Kajganich'],90%,175.0,2016.0,,,,6.925,6.2,345.0,11.0,['Luca Guadagnino'],['Luca Guadagnino'],['Luca Guadagnino'],['Luca Guadagnino']
4735,Star Trek Beyond,['Justin Lin'],"Jul 22, 2016","$158,804,470","['Doug Jung', 'Simon Pegg']",85%,292.0,2016.0,"Action,Adventure,Sci-Fi",7.1,207209.0,13.624,6.7,4156.0,7.0,['Justin Lin'],['Justin Lin'],['Justin Lin'],['Justin Lin']
9356,Hacksaw Ridge,['Mel Gibson'],"Nov 4, 2016","$67,115,062","['Andrew Knight', 'Robert Schenkkan']",86%,258.0,2016.0,"Biography,Drama,History",8.1,358335.0,23.313,8.1,6334.0,10.0,['Mel Gibson'],['Mel Gibson'],['Mel Gibson'],['Mel Gibson']
9383,Miss Hokusai,['Keiichi Hara'],"Oct 14, 2016","

                                93 minutes
                            
",['Miho Maruo'],,,,,,,3.14,7.0,48.0,5.0,['Keiichi Hara'],['Keiichi Hara'],['Keiichi Hara'],['Keiichi Hara']
10804,The Last Man On The Moon,['Mark Craig'],"Feb 26, 2016","$30,880",['Mark Craig'],93%,45.0,2016.0,,,,,,,,['Mark Craig'],['Mark Craig'],['Mark Craig'],['Mark Craig']
9386,Creepy,['Kiyoshi Kurosawa'],"Oct 21, 2016","

                                130 minutes
                            
",['Kiyoshi Kurosawa'],,,,,,,3.285,6.7,60.0,6.0,['Kiyoshi Kurosawa'],['Kiyoshi Kurosawa'],['Kiyoshi Kurosawa'],['Kiyoshi Kurosawa']
9408,A War,['Tobias Lindholm'],"Feb 12, 2016","$1,346","['Tobias Lindholm', 'René Ezra']",,,,,,,6.488,6.8,101.0,9.0,['Tobias Lindholm'],['Tobias Lindholm'],['Tobias Lindholm'],['Tobias Lindholm']
9426,Demon,['Percival Rubens'],"Mar 30, 2004","
                        
                            Gold Key
                        
                    ",['Percival Rubens'],92%,65.0,2016.0,,,,3.124,6.3,43.0,9.0,['Percival Rubens'],['Percival Rubens'],['Percival Rubens'],['Percival Rubens']
9447,A Man Called Ove,['Hannes Holm'],"Sep 30, 2016","$3,358,518",['Hannes Holm'],,,,,,,8.161,7.4,409.0,12.0,['Hannes Holm'],['Hannes Holm'],['Hannes Holm'],['Hannes Holm']
9452,I Am Not a Serial Killer,"[""Billy O'Brien (III) ""]","Aug 26, 2016","

                                104 minutes
                            
","[""Billy O'Brien (III) "", 'Christopher Hyde (III) ']",92%,53.0,2016.0,"Drama,Horror,Thriller",6.2,11983.0,4.635,6.2,228.0,8.0,"[""Billy O'Brien (III) ""]","[""Billy O'Brien (III) ""]","[""Billy O'Brien (III) ""]","[""Billy O'Brien (III) ""]"
9453,Mountains May Depart,['Zhangke Jia'],"Feb 12, 2016","$80,408",['Zhangke Jia'],,,,,,,5.133,6.9,81.0,11.0,['Zhangke Jia'],['Zhangke Jia'],['Zhangke Jia'],['Zhangke Jia']
9455,Into the Inferno,['Werner Herzog'],"Oct 28, 2016","

                                107 minutes
                            
",['Werner Herzog'],92%,48.0,2016.0,Documentary,7.2,5455.0,3.016,7.1,68.0,9.0,['Werner Herzog'],['Werner Herzog'],['Werner Herzog'],['Werner Herzog']
9456,Zero Days,['Alex Gibney'],"Jul 8, 2016","$70,661",['Alex Gibney'],91%,70.0,2016.0,Documentary,7.8,7759.0,5.191,7.5,108.0,7.0,['Alex Gibney'],['Alex Gibney'],['Alex Gibney'],['Alex Gibney']
9460,Lady Bird,['Greta Gerwig'],"Nov 3, 2017","$48,285,330",['Greta Gerwig'],99%,359.0,2017.0,"Comedy,Drama",7.4,171409.0,15.545,7.3,3648.0,9.0,['Greta Gerwig'],['Greta Gerwig'],['Greta Gerwig'],['Greta Gerwig']
9461,Get Out,['Jordan Peele'],"Feb 24, 2017","$175,428,355",['Jordan Peele'],98%,347.0,2017.0,"Horror,Mystery,Thriller",7.7,379621.0,35.752,7.5,8190.0,2.0,['Jordan Peele'],['Jordan Peele'],['Jordan Peele'],['Jordan Peele']
9481,Wonder Woman,['Lauren Montgomery'],"Mar 3, 2009","

                                93 minutes
                            
",['Michael Jelenic'],93%,422.0,2017.0,"Action,Adventure,Fantasy",7.5,473208.0,34.172,7.3,12015.0,5.0,['Lauren Montgomery'],['Lauren Montgomery'],['Lauren Montgomery'],['Lauren Montgomery']
9494,Coco,['Gad Elmaleh'],"Jan 24, 2009","
                        
                            Legende
                        
                    ","['Gad Elmaleh', 'Caroline Thivel']",97%,317.0,2017.0,"Adventure,Animation,Comedy",8.4,263491.0,22.607,8.1,8183.0,10.0,['Gad Elmaleh'],['Gad Elmaleh'],['Gad Elmaleh'],['Gad Elmaleh']
9514,Dunkirk,['Leslie Norman'],"Mar 25, 1958","

                                135 minutes
                            
","['David Divine', 'W.P. Lipscomb']",92%,424.0,2017.0,"Action,Drama,History",7.9,454735.0,27.405,7.4,8775.0,7.0,['Leslie Norman'],['Leslie Norman'],['Leslie Norman'],['Leslie Norman']
9519,The Big Sick,['Michael Showalter'],"Jul 14, 2017","$42,824,653","['Kumail Nanjiani', 'Emily V. Gordon']",98%,280.0,2017.0,"Comedy,Drama,Romance",7.6,101892.0,11.517,7.5,1229.0,6.0,['Michael Showalter'],['Michael Showalter'],['Michael Showalter'],['Michael Showalter']
9544,Baby Driver,['Edgar Wright'],"Jun 28, 2017","$107,770,367",['Edgar Wright'],93%,348.0,2017.0,"Action,Crime,Drama",7.6,351582.0,20.544,7.4,7621.0,6.0,['Edgar Wright'],['Edgar Wright'],['Edgar Wright'],['Edgar Wright']
9545,The Florida Project,['Sean Baker (II) '],"Oct 6, 2017","$5,412,775","['Sean Baker (II) ', 'Chris Bergoch']",96%,282.0,2017.0,Drama,7.6,69684.0,11.028,7.4,1061.0,10.0,['Sean Baker (II) '],['Sean Baker (II) '],['Sean Baker (II) '],['Sean Baker (II) ']
10804,War for the Planet of the Apes,['Matt Reeves'],"Jul 14, 2017","$146,872,826","['Mark Bomback', 'Matt Reeves']",93%,330.0,2017.0,"Action,Adventure,Drama",7.5,197121.0,,,,,['Matt Reeves'],['Matt Reeves'],['Matt Reeves'],['Matt Reeves']
10804,I Am Not Your Negro,['Raoul Peck'],"Feb 3, 2017","$7,120,626","['James Baldwin', 'Raoul Peck']",98%,193.0,2017.0,,,,,,,,['Raoul Peck'],['Raoul Peck'],['Raoul Peck'],['Raoul Peck']
10804,Hidden Figures,['Ted Melfi'],"Jan 6, 2017","$169,385,416","['Allison Schroeder', 'Ted Melfi']",93%,294.0,2017.0,"Comedy,Talk-Show",7.2,11.0,,,,,['Ted Melfi'],['Ted Melfi'],['Ted Melfi'],['Ted Melfi']
5708,The Disaster Artist,['James Franco'],"Dec 8, 2017","

                                104 minutes
                            
","['Scott Neustadter', 'Michael H. Weber']",91%,318.0,2017.0,"Biography,Comedy,Drama",7.4,108338.0,13.864,7.2,1776.0,3.0,['James Franco'],['James Franco'],['James Franco'],['James Franco']
10804,Blade Runner 2049,['Denis Villeneuve'],"Oct 6, 2017","$91,800,042","['Michael Green', 'Hampton Fancher']",87%,402.0,2017.0,"Drama,Mystery,Sci-Fi",8.0,367429.0,,,,,['Denis Villeneuve'],['Denis Villeneuve'],['Denis Villeneuve'],['Denis Villeneuve']
10804,Mudbound,['Dee Rees'],"Nov 17, 2017","

                                134 minutes
                            
","['Dee Rees', 'Virgil Williams']",97%,180.0,2017.0,"Drama,War",7.4,32866.0,,,,,['Dee Rees'],['Dee Rees'],['Dee Rees'],['Dee Rees']
10804,Faces Places,"['JR', 'Agnès Varda']","Mar 6, 2018","

                                90 minutes
                            
",[],,,,,,,,,,,"['JR', 'Agnès Varda']","['JR', 'Agnès Varda']","['JR', 'Agnès Varda']","['JR', 'Agnès Varda']"
9523,Logan Lucky,['Steven Soderbergh'],"Aug 18, 2017","$27,696,504",['Rebecca Blunt'],92%,260.0,2017.0,"Comedy,Crime,Drama",7.0,103450.0,13.674,6.7,1528.0,8.0,['Steven Soderbergh'],['Steven Soderbergh'],['Steven Soderbergh'],['Steven Soderbergh']
9548,My Life as a Zucchini,['Claude Barras'],"Feb 24, 2017","$279,912",['Céline Sciamma'],,,,,,,7.008,7.8,551.0,10.0,['Claude Barras'],['Claude Barras'],['Claude Barras'],['Claude Barras']
10804,BPM,['Robin Campillo'],"Oct 20, 2017","

                                146 minutes
                            
","['Philippe Mangeot', 'Robin Campillo']",,,,,,,,,,,['Robin Campillo'],['Robin Campillo'],['Robin Campillo'],['Robin Campillo']
7592,The Lego Batman Movie,['Chris McKay'],"Feb 10, 2017","$175,686,290","['Seth Grahame-Smith', 'Chris McKenna (II)', 'Erik Sommers', 'Jared Stern', 'John Whittington']",90%,294.0,2017.0,"Action,Animation,Comedy",7.3,113552.0,12.54,7.2,2772.0,2.0,['Chris McKay'],['Chris McKay'],['Chris McKay'],['Chris McKay']
9557,Lucky,"['Radhika Rao', 'Vinay Sapru']","Apr 11, 2005","

                                180 minutes
                            
","['Vinay Sapru', 'Milap Zaveri', 'Radhika Rao']",97%,139.0,2017.0,"Comedy,Drama",7.4,13836.0,6.112,7.5,198.0,9.0,"['Radhika Rao', 'Vinay Sapru']","['Radhika Rao', 'Vinay Sapru']","['Radhika Rao', 'Vinay Sapru']","['Radhika Rao', 'Vinay Sapru']"
9597,City of Ghosts,['Matt Dillon'],"Apr 25, 2003","$275,998","['Matt Dillon', 'Barry Gifford']",98%,101.0,2017.0,"Documentary,War",7.4,2852.0,2.549,6.0,25.0,1.0,['Matt Dillon'],['Matt Dillon'],['Matt Dillon'],['Matt Dillon']
9601,A Ghost Story,['David Lowery'],"Jul 7, 2017","$1,594,798",['David Lowery'],91%,253.0,2017.0,"Drama,Fantasy,Romance",6.8,45053.0,9.803,7.0,849.0,4.0,['David Lowery'],['David Lowery'],['David Lowery'],['David Lowery']
9625,Jane,['Brett Morgen'],"Oct 20, 2017","

                                90 minutes
                            
",['Brett Morgen'],98%,100.0,2017.0,Drama,5.7,9.0,2.693,7.8,32.0,9.0,['Brett Morgen'],['Brett Morgen'],['Brett Morgen'],['Brett Morgen']
9685,Truman,['Frank R. Pierson'],"Sep 9, 1995","

                                130 minutes
                            
",['Tom Rickman'],99%,68.0,2017.0,,,,5.88,6.9,174.0,10.0,['Frank R. Pierson'],['Frank R. Pierson'],['Frank R. Pierson'],['Frank R. Pierson']
9720,After the Storm,['Guy Ferland'],"May 29, 2001","

                                103 minutes
                            
","['A.E. Hitchner', 'A.E. Hotchner']",,,,,,,1.4,5.0,4.0,8.0,['Guy Ferland'],['Guy Ferland'],['Guy Ferland'],['Guy Ferland']
9727,Graduation,['Michael Mayer (VI)'],"Apr 24, 2007","

                                89 minutes
                            
","['Michael Mayer (VI)', 'D. Cory Turner']",,,,,,,1.57,5.7,20.0,4.0,['Michael Mayer (VI)'],['Michael Mayer (VI)'],['Michael Mayer (VI)'],['Michael Mayer (VI)']
9747,Good Time,"['Benny Safdie', 'Joshua Safdie']","Aug 25, 2017","$1,999,047","['Joshua Safdie', 'Ronald Bronstein']",91%,222.0,2017.0,"Crime,Drama,Thriller",7.3,49917.0,10.667,7.1,750.0,8.0,"['Benny Safdie', 'Joshua Safdie']","['Benny Safdie', 'Joshua Safdie']","['Benny Safdie', 'Joshua Safdie']","['Benny Safdie', 'Joshua Safdie']"
10804,The Meyerowitz Stories,['Noah Baumbach'],"Oct 13, 2017","
                        
                            Netflix
                        
                    ",['Noah Baumbach'],,,,,,,,,,,['Noah Baumbach'],['Noah Baumbach'],['Noah Baumbach'],['Noah Baumbach']
9850,The Red Turtle,['Michaël Dudok De Wit'],"Jan 20, 2017","$920,057","['Michaël Dudok De Wit', 'Pascale Ferran']",,,,,,,8.203,7.6,530.0,6.0,['Michaël Dudok De Wit'],['Michaël Dudok De Wit'],['Michaël Dudok De Wit'],['Michaël Dudok De Wit']
1854,In This Corner of the World,['Sunao Katabuchi'],"Aug 11, 2017","
Shout! Factory Films
",['Sunao Katabuchi'],,,,,,,6.608,8.0,162.0,11.0,['Sunao Katabuchi'],['Sunao Katabuchi'],['Sunao Katabuchi'],['Sunao Katabuchi']
9874,Menashe,['Joshua Z. Weinstein'],"Jul 28, 2017","

                                81 minutes
                            
","['Alex Lipschultz', 'Joshua Z. Weinstein', 'Musa Syeed']",95%,111.0,2017.0,Drama,6.5,1424.0,1.795,6.4,23.0,7.0,['Joshua Z. Weinstein'],['Joshua Z. Weinstein'],['Joshua Z. Weinstein'],['Joshua Z. Weinstein']
9875,1945,['Ferenc Torok'],"Nov 1, 2017","

                                91 minutes
                            
","['Ferenc Torok', 'Gabor Szanto']",97%,66.0,2017.0,Drama,7.2,2256.0,2.149,7.2,17.0,4.0,['Ferenc Torok'],['Ferenc Torok'],['Ferenc Torok'],['Ferenc Torok']
9895,The Last Laugh,['F.W. Murnau'],"Jan 5, 1925","

                                77 minutes
                            
",['Carl Mayer'],98%,44.0,2017.0,"Comedy,Short",8.7,10.0,4.223,5.4,61.0,1.0,['F.W. Murnau'],['F.W. Murnau'],['F.W. Murnau'],['F.W. Murnau']
9927,The Breadwinner,['Nora Twomey'],"Nov 17, 2017","$228,056",['Anita Doron'],95%,97.0,2017.0,"Animation,Drama,Family",7.7,13390.0,9.454,7.9,253.0,11.0,['Nora Twomey'],['Nora Twomey'],['Nora Twomey'],['Nora Twomey']
10804,Battle of the Sexes,"['Jonathan Dayton', 'Valerie Faris']","Sep 29, 2017","$12,552,907",['Simon Beaufoy'],86%,290.0,2017.0,"Biography,Comedy,Drama",6.7,42080.0,,,,,"['Jonathan Dayton', 'Valerie Faris']","['Jonathan Dayton', 'Valerie Faris']","['Jonathan Dayton', 'Valerie Faris']","['Jonathan Dayton', 'Valerie Faris']"
9929,20th Century Women,['Mike Mills'],"Jan 20, 2017","$5,663,854",['Mike Mills'],89%,213.0,2017.0,,,,11.546,7.3,474.0,12.0,['Mike Mills'],['Mike Mills'],['Mike Mills'],['Mike Mills']
9932,A Quiet Passion,['Terence Davies'],"Apr 14, 2017","$1,864,266",['Terence Davies'],91%,164.0,2017.0,,,,6.184,6.5,78.0,10.0,['Terence Davies'],['Terence Davies'],['Terence Davies'],['Terence Davies']
9968,I Called Him Morgan,['Kasper Collin'],"Mar 24, 2017","

                                89 minutes
                            
",['Kasper Collin'],96%,52.0,2017.0,,,,1.4,7.4,15.0,9.0,['Kasper Collin'],['Kasper Collin'],['Kasper Collin'],['Kasper Collin']
